"This URL(s) should be added in the 'Authorized Redirect URIs' while creating a new Google application. <span>""https"" protocol is required for this provider. If you have multiple stores with different urls, a redirect URL will be generated for each one, make sure to add them all to your social media application.</span>","This URL(s) should be added in the 'Authorized Redirect URIs' while creating a new Google application. <span>""https"" protocol is required for this provider. If you have multiple stores with different urls, a redirect URL will be generated for each one, make sure to add them all to your social media application.</span>"
"Amazon Login","Amazon Login"
"Enable Amazon Login","Enable Amazon Login"
"Amazon Client Id","Amazon Client Id"
"Amazon Client Secret","Amazon Client Secret"
"This URL(s) should be added in the 'Allowed Redirect URLs' while creating a new Amazon Login application. <span>""https"" protocol is required for this provider. If you have multiple stores with different urls, a redirect URL will be generated for each one, make sure to add them all to your social media application.</span>","This URL(s) should be added in the 'Allowed Redirect URLs' while creating a new Amazon Login application. <span>""https"" protocol is required for this provider. If you have multiple stores with different urls, a redirect URL will be generated for each one, make sure to add them all to your social media application.</span>"
"Twitter Login","Twitter Login"
"Enable Twitter Login","Enable Twitter Login"
"Twitter Client Id","Twitter Client Id"
"Twitter Client Secret","Twitter Client Secret"
"This URL(s) should be added in the 'Callback URL' while creating new Twitter Login application. <span>""https"" protocol is required for this provider. If you have multiple stores with different urls, a redirect URL will be generated for each one, make sure to add them all to your social media application.</span>","This URL(s) should be added in the 'Callback URL' while creating new Twitter Login application. <span>""https"" protocol is required for this provider. If you have multiple stores with different urls, a redirect URL will be generated for each one, make sure to add them all to your social media application.</span>"
"LinkedIn Login","LinkedIn Login"
"Enable LinkedIn Login","Enable LinkedIn Login"
"LinkedIn Client Id","LinkedIn Client Id"
"LinkedIn Client Secret","LinkedIn Client Secret"
"This URL(s) should be added in the 'Authorized Redirect URLs' while creating a new LinkedIn Login application. <span>""https"" protocol is required for this provider. If you have multiple stores with different urls, a redirect URL will be generated for each one, make sure to add them all to your social media application.</span>","This URL(s) should be added in the 'Authorized Redirect URLs' while creating a new LinkedIn Login application. <span>""https"" protocol is required for this provider. If you have multiple stores with different urls, a redirect URL will be generated for each one, make sure to add them all to your social media application.</span>"
"PayPal Login","PayPal Login"
"Enable PayPal Login","Enable PayPal Login"
"PayPal Mode","PayPal Mode"
"PayPal Client Id","PayPal Client Id"
"PayPal Client Secret","PayPal Client Secret"
"This URL(s) should be added in the 'Return URL' while creating new PayPal application. <span>""https"" protocol is required for this provider. If you have multiple stores with different urls, a redirect URL will be generated for each one, make sure to add them all to your social media application.</span>","This URL(s) should be added in the 'Return URL' while creating new PayPal application. <span>""https"" protocol is required for this provider. If you have multiple stores with different urls, a redirect URL will be generated for each one, make sure to add them all to your social media application.</span>"
ID,ID
"Customer ID","Customer ID"
"Social Profile ID","Social Profile ID"
"Created At","Created At"
"My Social Accounts","My Social Accounts"
