"If you want ""Before Shipping Step"" enter [0-9], if you want ""After Shipping Step"" enter [11-19]","If you want ""Before Shipping Step"" enter [0-9], if you want ""After Shipping Step"" enter [11-19]"
"General Information","General Information"
Name,Name
Code,Code
"For internal use. Must be unique with no spaces. Maximum length of attribute code must be fewer than %1 symbols.","For internal use. Must be unique with no spaces. Maximum length of attribute code must be fewer than %1 symbols."
Status,Status
"Icon Type","Icon Type"
Icon,Icon
"'You can see more icons ' .","'You can see more icons ' ."
"Form Information","Form Information"
General,General
Condition,Condition
"View Full Size","View Full Size"
"The attribute has been deleted.","The attribute has been deleted."
"We can't delete the attribute right now.","We can't delete the attribute right now."
"We can't find an attribute to delete.","We can't find an attribute to delete."
"This attribute no longer exists.","This attribute no longer exists."
"Manage Attributes","Manage Attributes"
"Please correct the data sent.","Please correct the data sent."
"Default label value must not be empty.","Default label value must not be empty."
"Something went wrong while saving the entity.","Something went wrong while saving the entity."
"The attribute has been saved.","The attribute has been saved."
"Something went wrong when saving attribute. Please review the values of the Default Value, Minimum Text Length, Maximum Text Length fields.","Something went wrong when saving attribute. Please review the values of the Default Value, Minimum Text Length, Maximum Text Length fields."
"Something went wrong when saving attribute. Please review the values of the Default Value, Minimum Value, Maximum Value fields.","Something went wrong when saving attribute. Please review the values of the Default Value, Minimum Value, Maximum Value fields."
"The Attribute with the ""%1"" ID doesn't exist.","The Attribute with the ""%1"" ID doesn't exist."
"Default label is required.","Default label is required."
"Attribute Code is required.","Attribute Code is required."
"Attribute code ""%1"" is invalid. Please use only letters (a-z), numbers (0-9)or underscore(_) in this field, first character should be a letter.","Attribute code ""%1"" is invalid. Please use only letters (a-z), numbers (0-9)or underscore(_) in this field, first character should be a letter."
"An attribute with this code already exists.","An attribute with this code already exists."
"An attribute with this code already exists in sales order.","An attribute with this code already exists in sales order."
"The value of Admin scope can't be empty.","The value of Admin scope can't be empty."
"The form has been deleted.","The form has been deleted."
"We can't delete the form right now.","We can't delete the form right now."
"We can't find an form to delete.","We can't find an form to delete."
"This form no longer exists.","This form no longer exists."
"New Order Form","New Order Form"
"Manage Checkout Step","Manage Checkout Step"
"Name must not be empty.","Name must not be empty."
"A total of %1 record(s) have been deleted.","A total of %1 record(s) have been deleted."
"A total of %1 record(s) have been update.","A total of %1 record(s) have been update."
"This form does not exist.","This form does not exist."
"You saved the Form.","You saved the Form."
"Something went wrong while saving form.","Something went wrong while saving form."
"The Step with the ""%1"" ID doesn't exist.","The Step with the ""%1"" ID doesn't exist."
"Name is required.","Name is required."
"Code is required.","Code is required."
"Code ""%1"" need to Need different from ""shipping"" and ""payment""","Code ""%1"" need to Need different from ""shipping"" and ""payment"""
"Code ""%1"" is invalid. Please use only letters (a-z), numbers (0-9)or underscore(_) in this field, first character should be a letter.","Code ""%1"" is invalid. Please use only letters (a-z), numbers (0-9)or underscore(_) in this field, first character should be a letter."
"An Step with this Code ""%1"" already exists.","An Step with this Code ""%1"" already exists."
"To show Before Shipping, the Sort Order need to greater than 0 and less than 10.","To show Before Shipping, the Sort Order need to greater than 0 and less than 10."
"To show After Shipping, the Sort Order need to greater than 10 and less than 20.","To show After Shipping, the Sort Order need to greater than 10 and less than 20."
"An Step with this Sort Order ""%1"" already exists.","An Step with this Sort Order ""%1"" already exists."
"Page not found.","Page not found."
"Text Field","Text Field"
"Text Area","Text Area"
Date,Date
"Date & Time","Date & Time"
Time,Time
Yes/No,Yes/No
Dropdown,Dropdown
Multiple-Select,Multiple-Select
"Radio/Single-Select With Image","Radio/Single-Select With Image"
"Checkbox/Multiple-Select With Image","Checkbox/Multiple-Select With Image"
"Media Image","Media Image"
"Single File Attachment","Single File Attachment"
Content,Content
"Static Block","Static Block"
"%1 invalid","%1 invalid"
"Invalid date","Invalid date"
"Something went wrong while uploading file (attribute %1)","Something went wrong while uploading file (attribute %1)"
"%1 is required","%1 is required"
"Invalid options %1. Details: %1 ","Invalid options %1. Details: %1 "
"Unable to create directory %1.","Unable to create directory %1."
"Destination folder is not writable or does not exists.","Destination folder is not writable or does not exists."
"We can't create directory ""%1""","We can't create directory ""%1"""
"The module is disabled","The module is disabled"
"No such entity id!","No such entity id!"
"%1 must be less than or equal to %2 bytes.","%1 must be less than or equal to %2 bytes."
"File is empty.","File is empty."
"Decimal Number","Decimal Number"
"Integer Number","Integer Number"
Email,Email
URL,URL
Letters,Letters
"Letters (a-z, A-Z) or Numbers (0-9)","Letters (a-z, A-Z) or Numbers (0-9)"
"Letters (a-z, A-Z) or Numbers (0-9) With Spaces","Letters (a-z, A-Z) or Numbers (0-9) With Spaces"
Custom,Custom
"Font Awesome","Font Awesome"
"Strip HTML Tags","Strip HTML Tags"
"Escape HTML Entities","Escape HTML Entities"
Numbers,Numbers
"Shipping Address","Shipping Address"
"Shipping Method Top","Shipping Method Top"
"Shipping Method Bottom","Shipping Method Bottom"
"Payment Method Top","Payment Method Top"
"Payment Method Bottom","Payment Method Bottom"
"Order Summary","Order Summary"
"Before Shipping Step","Before Shipping Step"
"After Shipping Step","After Shipping Step"
Enable,Enable
Disable,Disable
"Required only in frontend","Required only in frontend"
"Additional Information","Additional Information"
"Order # ","Order # "
"Order Date: ","Order Date: "
"Sold to:","Sold to:"
"Ship to:","Ship to:"
"Payment Method:","Payment Method:"
"Shipping Method:","Shipping Method:"
"Total Shipping Charges","Total Shipping Charges"
Title,Title
Number,Number
"Default Store View 1","Default Store View 1"
"Default Store View 2","Default Store View 2"
"Default Store View Label","Default Store View Label"
"Default Store View Label 2","Default Store View Label 2"
"[ID: 1] runtime message","[ID: 1] runtime message"
"[ID: 1] Something went wrong while saving the entity.","[ID: 1] Something went wrong while saving the entity."
"name must be less than or equal to 2000 bytes.","name must be less than or equal to 2000 bytes."
label,label
"Test LocalizedException","Test LocalizedException"
"Option 1","Option 1"
"Option 2","Option 2"
Label,Label
"All Customer Groups","All Customer Groups"
"Manage Labels","Manage Labels"
"Manage Options","Manage Options"
"Is Default","Is Default"
"Add Option","Add Option"
"Sort Option","Sort Option"
Delete,Delete
"The value of Admin must be unique.","The value of Admin must be unique."
"Manage Tooltips","Manage Tooltips"
Image,Image
"Choose a color","Choose a color"
"Upload a file","Upload a file"
Clear,Clear
"Additional Payment Information","Additional Payment Information"
"Additional Shipping Information","Additional Shipping Information"
"Additional Order Information","Additional Order Information"
"Delete image","Delete image"
Edit,Edit
Next,Next
"Select Date","Select Date"
"The shipping method is missing. Select the shipping method and try again.","The shipping method is missing. Select the shipping method and try again."
"Mageplaza Order Attributes","Mageplaza Order Attributes"
Create,Create
"Order Attributes","Order Attributes"
Configuration,Configuration
"General Configuration","General Configuration"
Enable,Enable
"Select <b>Yes</b> to enable this module.","Select <b>Yes</b> to enable this module."
"Checkout Configuration","Checkout Configuration"
"Date Format","Date Format"
"Format of date for attributes with Date or Date & Time type.","Format of date for attributes with Date or Date & Time type."
"Time Format","Time Format"
"Format of time for attributes with Time or Date & Time type. <a target=""_blank"" href=""https://docs.oracle.com/cd/E41183_01/DR/Time_Formats.html"">Learn more</a>","Format of time for attributes with Time or Date & Time type. <a target=""_blank"" href=""https://docs.oracle.com/cd/E41183_01/DR/Time_Formats.html"">Learn more</a>"
"PDF documents","PDF documents"
"Display Order Attributes on Shipment","Display Order Attributes on Shipment"
"Display Order Attributes on Invoice","Display Order Attributes on Invoice"
"Create New Attribute","Create New Attribute"
"All Store Views","All Store Views"
Type,Type
Required,Required
"Customer Groups","Customer Groups"
"Created At","Created At"
"Updated At","Updated At"
"Create New Form","Create New Form"
"All Customer Group","All Customer Group"
"Delete Forms","Delete Forms"
"Delete selected Form?","Delete selected Form?"
"Change status","Change status"
"Payment Method:","Payment Method / Tax Invoice:"
