"All records that been stored for the longer period will be automatically removed from the Cookie Consent Log and your database.","Alle Aufzeichnungen, die für einen längeren Zeitraum gespeichert wurden, werden automatisch aus dem Cookie-Zustimmungsprotokoll und Ihrer Datenbank entfernt."
"Cookie Bar Customization","Anpassung der Cookie-Leiste"
"Cookie Bar Style","Stil der Cookie-Leiste"
"Classic Bar","Klassische Leiste"
"Cookie Bar Location","Position der Cookie-Leiste"
"Notification Text","Benachrichtigungstext"
"You can use any HTML-tags in this field. Please, mind the security.","Sie können in diesem Feld beliebige HTML-Tags verwenden. Bitte achten Sie auf die Sicherheit."
"Background Color","Hintergrundfarbe"
"Policy Text Color","Farbe des Richtlinientexts"
"Links Color","Farbe der Links"
"Accept Button","Schaltfläche „Akzeptieren“."
"Button Name","Schaltflächenname"
"Sort Order","Sortierung"
"Button Color","Schaltflächenfarbe"
"Button Color on Hover","Hover Schaltflächenfarbe"
"Text Color","Textfarbe"
"Text Color on Hover","Hover Textfarbe"
"Decline Button","Schaltfläche „Ablehnen“."
Enable,Aktivieren
"Custom Settings Button","Schaltfläche „Benutzerdefinierte Einstellungen“."
"Cookie Group Title Text Color","Textfarbe des Cookie-Gruppentitels"
"Cookie Group Description Text Color","Cookie-Gruppen Beschreibung Textfarbe"
"Allow All Button","Schaltfläche „Alles zulassen“."
"Customer Id","Kunden-ID"
"Customer Name","Kundenname"
"Customer Email","Kunden-E-Mail"
"Ip Address","IP Adresse"
Website,Website
Date,Datum
"Consent Status","Einwilligungsstatus"
Back,Zurück
Settings,Einstellungen
Enabled,Aktiviert
Description,Beschreibung
"Cookie Group","Cookie-Gruppe"
"Is Essential","Ist essentiell"
"Cookie Group Name","Name der Cookie-Gruppe"
"Assigned Cookies","Zugewiesene Cookies"
"Sort Order of cookie groups in the cookie bar.","Sortierreihenfolge der Cookie-Gruppen in der Cookie-Leiste."
"Add New Group","Neue Gruppe hinzufügen"
"Delete Cookie Groups","Cookie-Gruppen löschen"
"Are you sure you want to delete selected cookie groups?","Möchten Sie die ausgewählten Cookie-Gruppen wirklich löschen?"
ID,ID
from,von
to,bis
Cancel,Abbrechen
"Apply Filters","Filter anwenden"
"per page","pro Seite"
"Select All on This Page","Alles auf dieser Seite auswählen"
records found,Datensätze gefunden
Filters,Filter
Is Enabled,Ist Aktiviert
Edit,Bearbeiten
"Add New Cookie","Neues Cookie hinzufügen"
"Select Cookie Group..","Cookie-Gruppe auswählen.."
"Delete Cookies","Cookies löschen"
"Are you sure you want to delete selected cookies?","Möchten Sie die ausgewählten Cookies wirklich löschen?"
"Click the field to choose color","Klicken Sie auf das Datenfeld, um die Farbe zu wählen"
Configuration,Konfiguration
"Select Cookie Group..","Wählen Sie eine Cookie-Gruppe aus"
Accepted,Akzeptiert
Rejected,Abgelehnt
